id_mapa,anio,mes,dia,fecha,franja,tipo,subtipo,uso_arma,uso_moto,barrio,comuna,latitud,longitud,cantidad
1475815,2024,JULIO,JUEVES,2024-07-25,13,Robo,Robo total,SI,NO,RETIRO,1,-34.578695,-58.38945,1
1475816,2024,JULIO,JUEVES,2024-07-25,18,Robo,Robo total,NO,NO,VILLA SOLDATI,8,-34.676192,-58.455366,1
1475817,2024,JULIO,JUEVES,2024-07-25,19,Robo,Robo total,NO,NO,PALERMO,14,-34.575178,-58.435015,1
1475818,2024,JULIO,JUEVES,2024-07-25,13,Robo,Robo total,NO,NO,SAN NICOLAS,1,-34.603636,-58.380719,1
1475819,2024,JULIO,JUEVES,2024-07-25,21,Robo,Robo total,NO,SI,PARQUE CHAS,15,-34.587421,-58.470868,1
1475820,2024,JULIO,JUEVES,2024-07-25,20,Robo,Robo total,NO,SI,PARQUE CHAS,15,-34.589119,-58.48471,1
1475821,2024,JULIO,JUEVES,2024-07-25,19,Hurto,Hurto total,NO,NO,PALERMO,14,-34.588073,-58.411548,1
1475822,2024,JULIO,JUEVES,2024-07-25,10,Hurto,Hurto total,NO,NO,PALERMO,14,-34.58806,-58.41157,1
1475823,2024,JULIO,JUEVES,2024-07-25,18,Hurto,Hurto total,NO,NO,AGRONOMIA,15,-34.592606,-58.490514,1
1475824,2024,JULIO,JUEVES,2024-07-25,5,Robo,Robo total,NO,NO,BARRACAS,4,-34.656425,-58.380006,1
1475825,2024,JULIO,JUEVES,2024-07-25,15,Robo,Robo total,NO,NO,CABALLITO,6,-34.609171,-58.456732,1
1475826,2024,JULIO,JUEVES,2024-07-25,6,Robo,Robo total,NO,NO,FLORES,7,-34.64565,-58.441944,1
1475827,2024,JULIO,JUEVES,2024-07-25,3,Hurto,Hurto total,NO,NO,PALERMO,14,-34.586516,-58.41617,1
1475828,2024,JULIO,JUEVES,2024-07-25,18,Robo,Robo total,NO,NO,FLORES,7,-34.636873,-58.468477,1
1475829,2024,JULIO,JUEVES,2024-07-25,7,Hurto,Hurto total,NO,NO,VILLA LUGANO,8,-34.684923,-58.468287,1
1475830,2024,JULIO,JUEVES,2024-07-25,20,Hurto,Hurto total,NO,NO,PALERMO,14,-34.588237,-58.411297,1
1475831,2024,JULIO,JUEVES,2024-07-25,14,Robo,Robo total,NO,NO,CONSTITUCION,1,-34.618543,-58.38298,1
1475832,2024,JULIO,JUEVES,2024-07-25,8,Robo,Robo total,NO,NO,SAN NICOLAS,1,-34.603315,-58.375224,1
1475833,2024,JULIO,JUEVES,2024-07-25,15,Robo,Robo total,NO,NO,VILLA SOLDATI,8,-34.657626,-58.455671,1
1475834,2024,JULIO,JUEVES,2024-07-25,19,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.604588,-58.405481,1
1475835,2024,JULIO,JUEVES,2024-07-25,8,Robo,Robo total,SI,NO,VILLA SOLDATI,8,-34.656701,-58.459842,1
1475836,2024,JULIO,JUEVES,2024-07-25,5,Robo,Robo total,NO,NO,VILLA LUGANO,8,-34.687645,-58.463655,1
1475837,2024,JULIO,JUEVES,2024-07-25,23,Robo,Robo total,NO,NO,FLORES,7,-34.64359,-58.448753,1
1475838,2024,JULIO,JUEVES,2024-07-25,19,Hurto,Hurto automotor,NO,NO,BELGRANO,13,-34.557407,-58.453579,1
1475839,2024,JULIO,JUEVES,2024-07-25,15,Robo,Robo total,NO,NO,PARQUE AVELLANEDA,9,-34.653602,-58.474088,1
1475840,2024,JULIO,JUEVES,2024-07-25,14,Robo,Robo total,NO,NO,PARQUE AVELLANEDA,9,-34.651726,-58.472031,1
1475841,2024,JULIO,JUEVES,2024-07-25,9,Robo,Robo total,NO,NO,VILLA LUGANO,8,-34.665273,-58.47213,1
1475842,2024,JULIO,JUEVES,2024-07-25,15,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.61195,-58.45475,1
1475843,2024,JULIO,JUEVES,2024-07-25,8,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.609983,-58.405761,1
1475844,2024,JULIO,JUEVES,2024-07-25,19,Robo,Robo total,NO,NO,BALVANERA,3,-34.606716,-58.40998,1
1475845,2024,JULIO,JUEVES,2024-07-25,14,Hurto,Hurto total,NO,NO,PALERMO,14,-34.58123,-58.436865,1
1475846,2024,JULIO,JUEVES,2024-07-25,8,Robo,Robo total,SI,NO,FLORES,7,-34.651187,-58.443326,1
1475847,2024,JULIO,JUEVES,2024-07-25,19,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.599756,-58.397927,1
1475848,2024,JULIO,JUEVES,2024-07-25,19,Robo,Robo total,NO,NO,VILLA PUEYRREDON,12,-34.578357,-58.503414,1
1475849,2024,JULIO,JUEVES,2024-07-25,5,Hurto,Hurto automotor,NO,NO,VILLA PUEYRREDON,12,-34.579425,-58.509166,1
1475850,2024,JULIO,JUEVES,2024-07-25,16,Robo,Robo total,SI,SI,VILLA PUEYRREDON,12,-34.580639,-58.505538,1
1475851,2024,JULIO,JUEVES,2024-07-25,19,Robo,Robo total,NO,NO,BALVANERA,3,-34.610469,-58.410351,1
1475852,2024,JULIO,JUEVES,2024-07-25,17,Robo,Robo total,NO,NO,BALVANERA,3,-34.605048,-58.411333,1
1475853,2024,JULIO,JUEVES,2024-07-25,11,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.602737,-58.411406,1
1475854,2024,JULIO,JUEVES,2024-07-25,12,Hurto,Hurto automotor,NO,NO,PALERMO,14,-34.595536,-58.418069,1
1475855,2024,JULIO,JUEVES,2024-07-25,11,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.623057,-58.434655,1
1475856,2024,JULIO,JUEVES,2024-07-25,13,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.602056,-58.411228,1
1475857,2024,JULIO,JUEVES,2024-07-25,22,Hurto,Hurto total,NO,NO,PARQUE PATRICIOS,4,-34.635166,-58.405842,1
1475858,2024,JULIO,JUEVES,2024-07-25,23,Robo,Robo total,NO,NO,VILLA PUEYRREDON,12,-34.585307,-58.506095,1
1475859,2024,JULIO,JUEVES,2024-07-25,17,Robo,Robo total,NO,NO,BALVANERA,3,-34.607245,-58.400819,1
1475860,2024,JULIO,JUEVES,2024-07-25,21,Robo,Robo total,NO,NO,BALVANERA,3,-34.607019,-58.411549,1
1475861,2024,JULIO,JUEVES,2024-07-25,21,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.620823,-58.441103,1
1475862,2024,JULIO,JUEVES,2024-07-25,18,Robo,Robo total,NO,NO,SAN NICOLAS,1,-34.600198,-58.381119,1
1475863,2024,JULIO,JUEVES,2024-07-25,20,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.610099,-58.405432,1
1475864,2024,JULIO,JUEVES,2024-07-25,13,Robo,Robo total,NO,NO,PALERMO,14,-34.589867,-58.417469,1
1475865,2024,JULIO,JUEVES,2024-07-25,18,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.60788,-58.444275,1
1475866,2024,JULIO,JUEVES,2024-07-25,9,Robo,Robo total,NO,NO,BARRACAS,4,-34.65413,-58.394084,1
1475867,2024,JULIO,JUEVES,2024-07-25,14,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.609991,-58.405967,1
1475868,2024,JULIO,JUEVES,2024-07-25,17,Hurto,Hurto total,NO,NO,PALERMO,14,-34.583367,-58.406207,1
1475869,2024,JULIO,JUEVES,2024-07-25,14,Hurto,Hurto total,NO,NO,SAAVEDRA,12,-34.541852,-58.476201,1
1475870,2024,JULIO,JUEVES,2024-07-25,8,Robo,Robo total,NO,NO,RETIRO,1,-34.584282,-58.373137,1
1475871,2024,JULIO,JUEVES,2024-07-25,11,Hurto,Hurto total,NO,NO,SAAVEDRA,12,-34.54933,-58.485532,1
1475872,2024,JULIO,JUEVES,2024-07-25,7,Robo,Robo total,NO,NO,VILLA PUEYRREDON,12,-34.580343,-58.513738,1
1475873,2024,JULIO,JUEVES,2024-07-25,22,Hurto,Hurto total,NO,NO,PALERMO,14,-34.580415,-58.439813,1
1475874,2024,JULIO,JUEVES,2024-07-25,15,Hurto,Hurto total,NO,NO,PARQUE PATRICIOS,4,-34.646288,-58.403589,1
1475875,2024,JULIO,JUEVES,2024-07-25,23,Hurto,Hurto total,NO,NO,PALERMO,14,-34.584601,-58.442261,1
1475876,2024,JULIO,JUEVES,2024-07-25,16,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.603837,-58.410761,1
1475877,2024,JULIO,JUEVES,2024-07-25,4,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.599669,-58.401105,1
1475878,2024,JULIO,JUEVES,2024-07-25,11,Robo,Robo total,NO,NO,BALVANERA,3,-34.604562,-58.405475,1
1475879,2024,JULIO,JUEVES,2024-07-25,14,Hurto,Hurto total,NO,NO,SAN CRISTOBAL,3,-34.623411,-58.399288,1
1475880,2024,JULIO,JUEVES,2024-07-25,16,Robo,Robo total,NO,NO,BALVANERA,3,-34.60943,-58.40883,1
1475881,2024,JULIO,JUEVES,2024-07-25,7,Hurto,Hurto total,NO,NO,SAN CRISTOBAL,3,-34.624388,-58.407084,1
1475882,2024,JULIO,JUEVES,2024-07-25,13,Robo,Robo total,NO,NO,BALVANERA,3,-34.604588,-58.405481,1
1475883,2024,JULIO,JUEVES,2024-07-25,9,Robo,Robo total,NO,NO,BELGRANO,13,-34.555482,-58.462534,1
1475884,2024,JULIO,JUEVES,2024-07-25,20,Robo,Robo total,NO,NO,VILLA PUEYRREDON,12,-34.57946,-58.509294,1
1475885,2024,JULIO,JUEVES,2024-07-25,17,Robo,Robo total,NO,NO,BALVANERA,3,-34.608634,-58.406083,1
1475886,2024,JULIO,JUEVES,2024-07-25,17,Hurto,Hurto total,NO,NO,SAN CRISTOBAL,3,-34.620435,-58.401722,1
1475887,2024,JULIO,JUEVES,2024-07-25,6,Robo,Robo total,NO,NO,BALVANERA,3,-34.608187,-58.39588,1
1475888,2024,JULIO,JUEVES,2024-07-25,0,Robo,Robo total,NO,NO,RETIRO,1,-34.598908,-58.378287,1
1475889,2024,JULIO,JUEVES,2024-07-25,3,Hurto,Hurto automotor,NO,NO,SAAVEDRA,12,-34.556243,-58.495344,1
1475890,2024,JULIO,JUEVES,2024-07-25,22,Hurto,Hurto total,NO,NO,RETIRO,1,-34.598576,-58.376038,1
1475891,2024,JULIO,JUEVES,2024-07-25,13,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.606519,-58.406154,1
1475892,2024,JULIO,JUEVES,2024-07-25,11,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.626112,-58.436913,1
1475893,2024,JULIO,JUEVES,2024-07-25,13,Hurto,Hurto total,NO,NO,RECOLETA,2,-34.59702,-58.388681,1
1475894,2024,JULIO,JUEVES,2024-07-25,22,Hurto,Hurto total,NO,NO,VILLA PUEYRREDON,12,-34.580836,-58.50183,1
1475895,2024,JULIO,JUEVES,2024-07-25,10,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.609182,-58.39297,1
1475896,2024,JULIO,JUEVES,2024-07-25,19,Hurto,Hurto automotor,NO,NO,BALVANERA,3,-34.61991,-58.408752,1
1475897,2024,JULIO,JUEVES,2024-07-25,11,Hurto,Hurto total,NO,NO,PARQUE PATRICIOS,4,-34.637344,-58.393799,1
1475898,2024,JULIO,JUEVES,2024-07-25,12,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.601009,-58.396891,1
1475899,2024,JULIO,JUEVES,2024-07-25,17,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.610707,-58.413143,1
1475900,2024,JULIO,JUEVES,2024-07-25,5,Hurto,Hurto total,NO,NO,SAN NICOLAS,1,-34.605308,-58.385476,1
1475901,2024,JULIO,JUEVES,2024-07-25,8,Robo,Robo total,NO,NO,RETIRO,1,-34.582747,-58.375619,1
1475902,2024,JULIO,JUEVES,2024-07-25,10,Hurto,Hurto total,NO,NO,LINIERS,9,-34.641452,-58.519425,1
1475903,2024,JULIO,JUEVES,2024-07-25,7,Robo,Robo total,NO,SI,PALERMO,14,-34.588705,-58.41058,1
1475904,2024,JULIO,JUEVES,2024-07-25,18,Robo,Robo total,NO,NO,VILLA URQUIZA,12,-34.565238,-58.492484,1
1475905,2024,JULIO,JUEVES,2024-07-25,13,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.614487,-58.411233,1
1475906,2024,JULIO,JUEVES,2024-07-25,13,Robo,Robo total,NO,NO,VILLA DEL PARQUE,11,-34.601111,-58.496469,1
1475907,2024,JULIO,JUEVES,2024-07-25,10,Hurto,Hurto total,NO,NO,BELGRANO,13,-34.554977,-58.461254,1
1475908,2024,JULIO,JUEVES,2024-07-25,10,Robo,Robo total,NO,NO,PALERMO,14,-34.595808,-58.424222,1
1475909,2024,JULIO,JUEVES,2024-07-25,14,Robo,Robo total,NO,NO,CONSTITUCION,1,-34.63116,-58.382712,1
1475910,2024,JULIO,JUEVES,2024-07-25,14,Hurto,Hurto total,NO,NO,VILLA SANTA RITA,11,-34.615458,-58.48906,1
1475911,2024,JULIO,JUEVES,2024-07-25,20,Hurto,Hurto total,NO,NO,AGRONOMIA,15,-34.594779,-58.501126,1
1475912,2024,JULIO,JUEVES,2024-07-25,20,Robo,Robo total,NO,NO,BALVANERA,3,-34.60388,-58.41099,1
1475913,2024,JULIO,JUEVES,2024-07-25,19,Robo,Robo total,NO,NO,MATADEROS,9,-34.662724,-58.516511,1
1475914,2024,JULIO,JUEVES,2024-07-25,1,Robo,Robo total,NO,SI,FLORES,7,-34.634222,-58.466757,1
1475915,2024,JULIO,JUEVES,2024-07-25,23,Robo,Robo total,NO,NO,LINIERS,9,-34.655317,-58.522858,1
1475916,2024,JULIO,JUEVES,2024-07-25,12,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.61967,-58.445291,1
1475917,2024,JULIO,JUEVES,2024-07-25,11,Robo,Robo total,NO,NO,PALERMO,14,-34.591315,-58.424146,1
1475918,2024,JULIO,JUEVES,2024-07-25,21,Robo,Robo total,SI,NO,PALERMO,14,-34.565166,-58.420686,1
1475919,2024,JULIO,JUEVES,2024-07-25,16,Robo,Robo total,NO,NO,MATADEROS,9,-34.6621,-58.517138,1
1475920,2024,JULIO,JUEVES,2024-07-25,8,Robo,Robo total,NO,NO,BALVANERA,3,-34.610831,-58.413186,1
1475921,2024,JULIO,JUEVES,2024-07-25,21,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.604688,-58.405688,1
1475922,2024,JULIO,JUEVES,2024-07-25,14,Robo,Robo total,NO,NO,RETIRO,1,-34.595714,-58.38496,1
1475923,2024,JULIO,JUEVES,2024-07-25,13,Robo,Robo total,SI,NO,FLORES,7,-34.647107,-58.434075,1
1475924,2024,JULIO,JUEVES,2024-07-25,19,Hurto,Hurto total,NO,NO,SAN NICOLAS,1,-34.604575,-58.392075,1
1475925,2024,JULIO,JUEVES,2024-07-25,18,Hurto,Hurto total,NO,NO,PALERMO,14,-34.57396,-58.43943,1
1475926,2024,JULIO,JUEVES,2024-07-25,12,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.616883,-58.411013,1
1475927,2024,JULIO,JUEVES,2024-07-25,10,Robo,Robo total,SI,NO,RETIRO,1,-34.581786,-58.379802,1
1475928,2024,JULIO,JUEVES,2024-07-25,17,Robo,Robo total,SI,NO,VILLA LUGANO,8,-34.681377,-58.463624,1
1475929,2024,JULIO,JUEVES,2024-07-25,11,Hurto,Hurto total,NO,NO,BELGRANO,13,-34.56388,-58.466612,1
1475930,2024,JULIO,JUEVES,2024-07-25,10,Hurto,Hurto total,NO,NO,CHACARITA,15,-34.585486,-58.456106,1
1475931,2024,JULIO,JUEVES,2024-07-25,21,Robo,Robo total,NO,NO,BALVANERA,3,-34.61459,-58.404984,1
1475932,2024,JULIO,JUEVES,2024-07-25,7,Hurto,Hurto total,NO,NO,ALMAGRO,5,-34.61165,-58.429047,1
1475933,2024,JULIO,JUEVES,2024-07-25,13,Hurto,Hurto total,NO,NO,SAAVEDRA,12,-34.565789,-58.502692,1
1475934,2024,JULIO,JUEVES,2024-07-25,12,Robo,Robo total,NO,NO,LINIERS,9,-34.643486,-58.508618,1
1475935,2024,JULIO,JUEVES,2024-07-25,10,Robo,Robo total,SI,NO,BARRACAS,4,-34.634704,-58.376493,1
1475936,2024,JULIO,JUEVES,2024-07-25,17,Hurto,Hurto total,NO,NO,PALERMO,14,-34.575607,-58.407174,1
1475937,2024,JULIO,JUEVES,2024-07-25,23,Robo,Robo total,NO,NO,ALMAGRO,5,-34.602334,-58.418631,1
1475938,2024,JULIO,JUEVES,2024-07-25,10,Robo,Robo total,NO,NO,FLORES,7,-34.631855,-58.455483,1
1475939,2024,JULIO,JUEVES,2024-07-25,10,Hurto,Hurto total,NO,NO,FLORES,7,-34.625176,-58.471992,1
1475940,2024,JULIO,JUEVES,2024-07-25,12,Robo,Robo total,SI,NO,VILLA RIACHUELO,8,-34.689556,-58.471174,1
1475941,2024,JULIO,JUEVES,2024-07-25,8,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.623564,-58.440937,1
1475942,2024,JULIO,JUEVES,2024-07-25,7,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.61954,-58.409336,1
1475943,2024,JULIO,JUEVES,2024-07-25,21,Hurto,Hurto total,NO,NO,SAAVEDRA,12,-34.563502,-58.496615,1
1475944,2024,JULIO,JUEVES,2024-07-25,2,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.616126,-58.443179,1
1475945,2024,JULIO,JUEVES,2024-07-25,22,Robo,Robo total,NO,NO,PARQUE CHACABUCO,7,-34.632561,-58.433538,1
1475946,2024,JULIO,JUEVES,2024-07-25,7,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,10,-34.628659,-58.496789,1
1475947,2024,JULIO,JUEVES,2024-07-25,7,Hurto,Hurto total,NO,NO,VELEZ SARSFIELD,10,-34.628526,-58.496538,1
1475948,2024,JULIO,JUEVES,2024-07-25,0,Hurto,Hurto total,NO,NO,VILLA CRESPO,15,-34.597374,-58.448283,1
1475949,2024,JULIO,JUEVES,2024-07-25,14,Hurto,Hurto total,NO,NO,PALERMO,14,-34.577444,-58.424897,1
1475950,2024,JULIO,JUEVES,2024-07-25,6,Robo,Robo total,NO,NO,NUEVA POMPEYA,4,-34.643514,-58.431317,1
1475951,2024,JULIO,JUEVES,2024-07-25,11,Hurto,Hurto total,NO,NO,PALERMO,14,-34.593835,-58.414644,1
1475952,2024,JULIO,JUEVES,2024-07-25,11,Hurto,Hurto total,NO,NO,VILLA CRESPO,15,-34.603799,-58.454998,1
1475953,2024,JULIO,JUEVES,2024-07-25,16,Robo,Robo total,NO,NO,FLORES,7,-34.622766,-58.463692,1
1475954,2024,JULIO,JUEVES,2024-07-25,8,Robo,Robo total,NO,NO,VILLA CRESPO,15,-34.60013,-58.453415,1
1475955,2024,JULIO,JUEVES,2024-07-25,16,Robo,Robo total,NO,NO,MATADEROS,9,-34.662242,-58.518506,1
1475956,2024,JULIO,JUEVES,2024-07-25,7,Robo,Robo total,NO,NO,MATADEROS,9,-34.64542,-58.498758,1
1475957,2024,JULIO,JUEVES,2024-07-25,23,Hurto,Hurto total,NO,NO,PALERMO,14,-34.576802,-58.43984,1
1475958,2024,JULIO,JUEVES,2024-07-25,23,Robo,Robo total,NO,NO,PALERMO,14,-34.579917,-58.428008,1
1475959,2024,JULIO,JUEVES,2024-07-25,7,Robo,Robo total,SI,NO,CABALLITO,6,-34.604101,-58.43453,1
1475960,2024,JULIO,JUEVES,2024-07-25,20,Robo,Robo total,NO,NO,ALMAGRO,5,-34.615334,-58.425953,1
1475961,2024,JULIO,JUEVES,2024-07-25,22,Robo,Robo total,NO,NO,BARRACAS,4,-34.645206,-58.380104,1
1475962,2024,JULIO,JUEVES,2024-07-25,15,Hurto,Hurto total,NO,NO,RECOLETA,2,-34.595763,-58.388427,1
1475963,2024,JULIO,JUEVES,2024-07-25,1,Robo,Robo total,NO,NO,RETIRO,1,-34.579063,-58.383697,1
1475964,2024,JULIO,JUEVES,2024-07-25,9,Robo,Robo total,NO,NO,BOEDO,5,-34.635891,-58.421515,1
1475965,2024,JULIO,JUEVES,2024-07-25,4,Robo,Robo total,NO,NO,FLORES,7,-34.651187,-58.443326,1
1475966,2024,JULIO,JUEVES,2024-07-25,23,Robo,Robo total,NO,NO,VILLA SOLDATI,8,-34.67315,-58.458364,1
1475967,2024,JULIO,JUEVES,2024-07-25,17,Robo,Robo total,NO,NO,VILLA LUGANO,8,-34.674553,-58.462276,1
1475968,2024,JULIO,JUEVES,2024-07-25,6,Hurto,Hurto total,NO,NO,FLORES,7,-34.61734,-58.466322,1
1475969,2024,JULIO,JUEVES,2024-07-25,11,Hurto,Hurto total,NO,NO,BELGRANO,13,-34.552762,-58.437703,1
1475970,2024,JULIO,JUEVES,2024-07-25,22,Hurto,Hurto total,NO,NO,AGRONOMIA,15,-34.590192,-58.49565,1
1475971,2024,JULIO,JUEVES,2024-07-25,9,Robo,Robo total,NO,NO,VILLA LUGANO,8,-34.672458,-58.495302,1
1475972,2024,JULIO,JUEVES,2024-07-25,18,Robo,Robo total,NO,NO,CABALLITO,6,-34.627306,-58.441467,1
1475973,2024,JULIO,JUEVES,2024-07-25,12,Hurto,Hurto total,NO,NO,PARQUE AVELLANEDA,9,-34.647733,-58.491291,1
1475974,2024,JULIO,JUEVES,2024-07-25,2,Robo,Robo total,NO,NO,PARQUE AVELLANEDA,9,-34.645912,-58.491111,1
1475975,2024,JULIO,JUEVES,2024-07-25,20,Hurto,Hurto total,NO,NO,FLORES,7,-34.634314,-58.46316,1
1475976,2024,JULIO,JUEVES,2024-07-25,20,Hurto,Hurto total,NO,NO,RECOLETA,2,-34.597356,-58.38705,1
1475977,2024,JULIO,JUEVES,2024-07-25,20,Robo,Robo total,SI,NO,VILLA RIACHUELO,8,-34.68647,-58.457775,1
1475978,2024,JULIO,JUEVES,2024-07-25,4,Hurto,Hurto total,NO,NO,PALERMO,14,-34.585395,-58.434696,1
1475979,2024,JULIO,JUEVES,2024-07-25,11,Robo,Robo total,NO,NO,CONSTITUCION,1,-34.627594,-58.380984,1
1475980,2024,JULIO,JUEVES,2024-07-25,0,Hurto,Hurto total,NO,NO,NUÑEZ,13,-34.55114,-58.46932,1
1475981,2024,JULIO,JUEVES,2024-07-25,3,Robo,Robo total,NO,NO,VILLA REAL,10,-34.614853,-58.52739,1
1475982,2024,JULIO,JUEVES,2024-07-25,9,Hurto,Hurto total,NO,NO,MONSERRAT,1,-34.611874,-58.38121,1
1475983,2024,JULIO,JUEVES,2024-07-25,23,Hurto,Hurto total,NO,NO,FLORES,7,-34.617098,-58.462667,1
1475984,2024,JULIO,JUEVES,2024-07-25,7,Hurto,Hurto total,NO,NO,PALERMO,14,-34.59265,-58.425902,1
1475985,2024,JULIO,JUEVES,2024-07-25,18,Robo,Robo total,NO,SI,VILLA ORTUZAR,15,-34.575942,-58.46501,1
1475986,2024,JULIO,JUEVES,2024-07-25,13,Hurto,Hurto total,NO,NO,BOCA,4,-34.63076,-58.358317,1
1475987,2024,JULIO,JUEVES,2024-07-25,11,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.614185,-58.396958,1
1475988,2024,JULIO,JUEVES,2024-07-25,23,Robo,Robo total,NO,NO,VILLA RIACHUELO,8,-34.690079,-58.473693,1
1475989,2024,JULIO,JUEVES,2024-07-25,12,Robo,Robo total,SI,NO,SAN TELMO,1,-34.62293,-58.369765,1
1475990,2024,JULIO,JUEVES,2024-07-25,9,Robo,Robo total,NO,NO,PARQUE AVELLANEDA,9,-34.651763,-58.466663,1
1475991,2024,JULIO,JUEVES,2024-07-25,0,Robo,Robo total,NO,NO,BOCA,4,-34.628664,-58.361588,1
1475992,2024,JULIO,JUEVES,2024-07-25,14,Robo,Robo total,NO,NO,CHACARITA,15,-34.59292,-58.45063,1
1475993,2024,JULIO,JUEVES,2024-07-25,13,Hurto,Hurto automotor,NO,NO,CABALLITO,6,-34.627987,-58.44253,1
1475994,2024,JULIO,JUEVES,2024-07-25,12,Robo,Robo total,SI,NO,VILLA RIACHUELO,8,-34.689517,-58.471161,1
1475995,2024,JULIO,JUEVES,2024-07-25,5,Robo,Robo automotor,SI,NO,VILLA RIACHUELO,8,-34.689629,-58.470928,1
1475996,2024,JULIO,JUEVES,2024-07-25,23,Hurto,Hurto total,NO,NO,BOCA,4,-34.63996,-58.3633,1
1475997,2024,JULIO,JUEVES,2024-07-25,15,Hurto,Hurto total,NO,NO,NUEVA POMPEYA,4,-34.640056,-58.418417,1
1475998,2024,JULIO,JUEVES,2024-07-25,16,Robo,Robo total,NO,NO,BALVANERA,3,-34.609923,-58.397512,1
1475999,2024,JULIO,JUEVES,2024-07-25,14,Hurto,Hurto total,NO,NO,VILLA SOLDATI,8,-34.656899,-58.430036,1
1476000,2024,JULIO,JUEVES,2024-07-25,10,Robo,Robo total,NO,NO,CABALLITO,6,-34.616443,-58.437374,1
1476001,2024,JULIO,JUEVES,2024-07-25,0,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.62678,-58.44323,1
1476002,2024,JULIO,JUEVES,2024-07-25,14,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.623647,-58.449224,1
1476003,2024,JULIO,JUEVES,2024-07-25,9,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.627874,-58.449337,1
1476004,2024,JULIO,JUEVES,2024-07-25,2,Robo,Robo total,NO,NO,PARQUE CHACABUCO,7,-34.631214,-58.451357,1
1476005,2024,JULIO,JUEVES,2024-07-25,12,Robo,Robo total,NO,NO,VILLA CRESPO,15,-34.605021,-58.442826,1
1476006,2024,JULIO,JUEVES,2024-07-25,9,Hurto,Hurto total,NO,NO,CABALLITO,6,-34.609911,-58.431633,1
1476007,2024,JULIO,JUEVES,2024-07-25,12,Robo,Robo total,NO,NO,PARQUE AVELLANEDA,9,-34.639966,-58.472317,1
1476008,2024,JULIO,JUEVES,2024-07-25,7,Robo,Robo total,NO,NO,CHACARITA,15,-34.581578,-58.451919,1
1476009,2024,JULIO,JUEVES,2024-07-25,15,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.618157,-58.391704,1
1476010,2024,JULIO,JUEVES,2024-07-25,1,Robo,Robo total,NO,NO,CHACARITA,15,-34.586394,-58.450116,1
1476011,2024,JULIO,JUEVES,2024-07-25,17,Hurto,Hurto total,NO,NO,MATADEROS,9,-34.666172,-58.510351,1
1476012,2024,JULIO,JUEVES,2024-07-25,21,Robo,Robo total,NO,NO,MONSERRAT,1,-34.613515,-58.369755,1
1476013,2024,JULIO,JUEVES,2024-07-25,19,Hurto,Hurto total,NO,NO,SAN NICOLAS,1,-34.602651,-58.383827,1
1476014,2024,JULIO,JUEVES,2024-07-25,10,Hurto,Hurto total,NO,NO,BALVANERA,3,-34.610337,-58.391878,1
1476015,2024,JULIO,JUEVES,2024-07-25,9,Hurto,Hurto total,NO,NO,VILLA DEL PARQUE,11,-34.604424,-58.485638,1
1476016,2024,JULIO,JUEVES,2024-07-25,22,Robo,Robo total,NO,NO,ALMAGRO,5,-34.601665,-58.412778,1
1476017,2024,JULIO,JUEVES,2024-07-25,0,Robo,Robo total,NO,NO,VILLA CRESPO,15,-34.597459,-58.437372,1
1476018,2024,JULIO,JUEVES,2024-07-25,20,Robo,Robo automotor,NO,NO,PARQUE AVELLANEDA,9,-34.648144,-58.47125,1
1476019,2024,JULIO,JUEVES,2024-07-25,14,Hurto,Hurto total,NO,NO,SAN TELMO,1,-34.620671,-58.371426,1
1476020,2024,JULIO,JUEVES,2024-07-25,12,Hurto,Hurto total,NO,NO,PALERMO,14,-34.589744,-58.436765,1
1476021,2024,JULIO,JUEVES,2024-07-25,6,Robo,Robo total,NO,NO,SAN NICOLAS,1,-34.605604,-58.389389,1
